Id,SalePrice
1461,124863.71638427122
1462,143314.0522514524
1463,166761.81222203266
1464,180773.82662471078
1465,216104.42823543452
1466,178903.26120566562
1467,167081.9253748704
1468,176365.8268548623
1469,187737.83477344894
1470,115290.40264035203
1471,191757.11711295493
1472,92170.198762564
1473,96627.86627072695
1474,161125.19077183979
1475,144837.4913313938
1476,412083.67918089754
1477,256413.94130970803
1478,338248.9190820495
1479,276274.4691839279
1480,437291.68571428565
1481,312918.7932512593
1482,214382.05464461364
1483,177916.18331192562
1484,178527.13825503195
1485,164716.15623877684
1486,206023.81508919288
1487,353161.2238975676
1488,252573.60975174268
1489,204547.44470174302
1490,190398.0262015434
1491,187127.91247808412
1492,112289.70076925226
1493,176318.64708534826
1494,293346.6221251181
1495,285949.41010222974
1496,212430.03565739645
1497,202872.15621616296
1498,151222.4668747753
1499,151177.4068747753
1500,150011.61458875594
1501,175919.50048988595
1502,153735.62404177495
1503,294072.7056519182
1504,231382.67030096863
1505,210048.54022779883
1506,195862.21676411762
1507,217527.12276263308
1508,181424.48722442848
1509,165588.09462387735
1510,149792.1970145033
1511,152704.65613381992
1512,164343.85253070734
1513,164531.76830880865
1514,156247.88770197122
1515,187272.31371625673
1516,162646.73140924258
1517,143856.9070725081
1518,140910.5346631377
1519,227869.36779023148
1520,138840.22235974704
1521,144101.44741592652
1522,171303.91619864266
1523,119186.12716379367
1524,123390.49877187608
1525,123117.08891306097
1526,125416.61593474387
1527,100212.70098312646
1528,125549.23084274886
1529,144862.3189551447
1530,166169.9022285996
1531,115014.48950101635
1532,101387.49244949293
1533,145328.3512048044
1534,125815.78755086348
1535,140407.5707131574
1536,115989.28285158605
1537,85372.21402637818
1538,183542.89273247152
1539,215044.13771805592
1540,125207.6998722075
1541,168304.1835457027
1542,144754.38642722915
1543,240987.23809447733
1544,84725.75219171353
1545,92880.24041580102
1546,120421.56265948268
1547,117824.61759672425
1548,128619.3771660981
1549,106811.02569053316
1550,141397.74279385584
1551,116241.87614686435
1552,124676.73239806839
1553,131521.33805214646
1554,112972.25838804732
1555,141416.62751830136
1556,108291.35589578692
1557,121431.83902457928
1558,94013.06418493808
1559,122048.51594684151
1560,133168.6508016758
1561,148706.21016662687
1562,128094.49049441444
1563,118540.21961665677
1564,160962.9423853036
1565,149603.11376846972
1566,197297.49257827149
1567,88806.64230498292
1568,204715.22242924283
1569,137200.84558489273
1570,124323.78131043771
1571,129033.57794609874
1572,144759.5826313745
1573,225030.37052068007
1574,160423.48463654335
1575,202489.48315058593
1576,200182.35818783526
1577,204160.1763017743
1578,147849.0188205893
1579,141281.79330206607
1580,191412.29432176362
1581,138100.66392067657
1582,128318.35611112417
1583,339128.2688122461
1584,240817.54011604225
1585,141245.09475439077
1586,70907.79104822336
1587,103849.97990101457
1588,148136.21424044887
1589,103888.67874090972
1590,139356.85208872243
1591,109978.05410944889
1592,124657.91552680092
1593,112687.24888028778
1594,160655.27280701755
1595,133012.71308651933
1596,239978.3330989845
1597,169593.42584900968
1598,175368.00265758214
1599,209721.4577489333
1600,200587.2233985459
1601,55254.93980660568
1602,114806.99532850007
1603,99425.56580973338
1604,259902.42200773105
1605,253944.48564164073
1606,166651.20037479466
1607,200917.75625234374
1608,213887.60353638156
1609,200325.9743611674
1610,159148.0701974726
1611,152936.9594564044
1612,196809.971849333
1613,174819.18049731932
1614,122790.07376051754
1615,82725.04644332582
1616,82725.04644332582
1617,84532.46965235763
1618,127209.136822139
1619,135106.22858825247
1620,191191.69283916074
1621,139010.75679950972
1622,137290.99125574518
1623,271041.6760113965
1624,202796.0260140454
1625,121845.73625636092
1626,171320.4627341266
1627,181200.40337577753
1628,260210.5699036894
1629,169850.31742437606
1630,318046.12492667354
1631,244882.31974890173
1632,254726.55796208774
1633,161883.97105883685
1634,179815.04322577632
1635,176443.99213271786
1636,165899.52409399438
1637,170646.01341453235
1638,207829.11941778808
1639,182684.64289450328
1640,265169.8335353536
1641,187256.6788116655
1642,220973.9541494949
1643,244962.4209719187
1644,226809.05173008423
1645,170698.4382094116
1646,148980.07931742514
1647,165117.66468021102
1648,152003.18426774378
1649,136987.49339017202
1650,116169.90616638737
1651,120957.43748170623
1652,91853.59161970686
1653,94889.21717886988
1654,164155.95242767356
1655,156818.76699083633
1656,160492.99351694825
1657,163316.4999399043
1658,160013.48202269536
1659,145652.16619740496
1660,141927.08091143233
1661,439835.3843333333
1662,423064.1443636363
1663,388961.3946839827
1664,439289.24600000004
1665,354751.9216603323
1666,246659.0492574831
1667,322185.46517082176
1668,357971.54879723705
1669,298406.58095142926
1670,351369.87761271326
1671,255944.3389336476
1672,411962.2355476191
1673,297776.16440009343
1674,252754.26172664354
1675,185494.7496556831
1676,186617.18742946765
1677,220757.74296536404
1678,408617.4105
1679,349180.0452578035
1680,335872.2523138528
1681,270125.152159149
1682,283395.20628499246
1683,188976.79027474715
1684,173987.88587748804
1685,174260.11913363112
1686,174229.80289379178
1687,164620.4871045777
1688,188721.5802293287
1689,186627.02773398842
1690,180574.5752412626
1691,162374.7118705925
1692,249592.7520249958
1693,164716.15623877684
1694,177398.11082573692
1695,172474.37761070023
